defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
HP:3000076	Abnormality of lingual tonsil	UBERON:0007250	lingual tonsil
HP:3000073	Abnormality of levator veli palatini muscle	UBERON:0008585	levator veli palatini
HP:3000071	Abnormality of levator labii superioris	UBERON:0001580	levator labii superioris
HP:3000070	Abnormality of levator anguli oris	UBERON:0008595	levator anguli oris
HP:3000069	Abnormality of lateral rectus extra-ocular muscle	UBERON:0001603	lateral rectus extra-ocular muscle
HP:3000068	Abnormality of lateral pterygoid muscle	UBERON:0006719	lateral pterygoid muscle
HP:3000064	Abnormality of intrinsic muscle of tongue	UBERON:0001576	intrinsic muscle of tongue
HP:3000063	Abnormality of internal jugular vein	UBERON:0001586	internal jugular vein
HP:3000061	Abnormality of infra-orbital nerve	UBERON:0018408	infra-orbital nerve
HP:3000060	Abnormality of infraorbital artery	UBERON:0004646	infraorbital artery
HP:3000058	Abnormality of inferior rectus extraocular muscle	UBERON:0006322	inferior rectus extraocular muscle
HP:3000057	Abnormality of inferior oblique extraocular muscle	UBERON:0006320	inferior oblique extraocular muscle
HP:3000056	Abnormality of artery of lower lip	UBERON:0003471	artery of lower lip
HP:3000055	Abnormality of inferior alveolar nerve	UBERON:0018405	inferior alveolar nerve
HP:3000054	Abnormality of inferior alveolar artery	UBERON:0014693	inferior alveolar artery
HP:3000053	Abnormality of hypopharynx	UBERON:0001051	hypopharynx
HP:3000051	Abnormality of hyoglossus muscle	UBERON:0001572	hyoglossus muscle
HP:3000050	Abnormality of odontoid tissue	UBERON:0010365	odontoid tissue
HP:3000046	Abnormality of geniohyoid muscle	UBERON:0001565	geniohyoid muscle
HP:3000045	Abnormality of genioglossus muscle	UBERON:0001571	genioglossus muscle
HP:3000044	Abnormality of frontal process of maxilla	UBERON:0013767	frontal process of maxilla
HP:3000041	Abnormality of external carotid artery	UBERON:0001070	external carotid artery
HP:3000040	Abnormality of ethmoid sinus	UBERON:0002453	ethmoid sinus
HP:3000039	Abnormality of dorsal nasal artery	UBERON:0001623	dorsal nasal artery
HP:3000037	Abnormality of neck blood vessel	UBERON:0003502	neck blood vessel
HP:3000036	Abnormality of head blood vessel	UBERON:0003496	head blood vessel
HP:3000035	Abnormality of cervical plexus	UBERON:0003725	cervical nerve plexus
HP:3000034	Abnormality of cartilage of nasal septum	UBERON:0003407	cartilage of nasal septum
HP:3000033	Abnormality of nasopharyngeal adenoids	UBERON:0001732	pharyngeal tonsil
HP:3000032	Abnormality of central retinal artery	UBERON:0001620	central retinal artery
HP:3000031	Abnormality of anterior ethmoidal artery	UBERON:0012318	anterior ethmoidal artery
HP:3000030	Abnormality of bony orbit of skull	UBERON:0001697	orbit of skull
HP:3000029	Abnormality of depressor labii inferioris	UBERON:0001581	depressor labii inferioris
HP:3000028	Abnormality of depressor anguli oris muscle	UBERON:0008597	depressor anguli oris muscle
HP:3000027	Abnormality of buccinator muscle	UBERON:0001582	buccinator muscle
HP:3000025	Abnormality of ciliary ganglion	UBERON:0002058	main ciliary ganglion
HP:3000023	Abnormality of angular artery	UBERON:0010408	ocular angle artery
HP:3000022	Abnormality of cartilage of external ear	UBERON:0001867	cartilage of external ear
HP:3000021	Abnormality of buccal fat pad	UBERON:0012167	buccal fat pad
HP:3000020	Abnormality of zygomaticus minor muscle	UBERON:0008594	zygomaticus minor muscle
HP:3000018	Abnormality of zygomaticus major muscle	UBERON:0008593	zygomaticus major muscle
HP:3000017	Abnormality of temporalis muscle	UBERON:0001598	temporalis muscle
HP:3000016	Abnormality of styloglossus muscle	UBERON:0001573	styloglossus
HP:3000015	Abnormality of risorius muscle	UBERON:0008598	risorius muscle
HP:3000014	Abnormality of procerus muscle	UBERON:0008588	procerus
HP:3000013	Abnormality of platysma	UBERON:0005467	platysma
HP:3000012	Abnormality of palatopharyngeus muscle	UBERON:0010234	palatopharyngeus muscle
HP:3000011	Abnormality of palatoglossus muscle	UBERON:0001574	palatoglossus muscle
HP:3000010	Abnormality of orbicularis oris muscle	UBERON:0010933	orbicularis oris muscle
HP:3000009	Abnormality of nasalis muscle	UBERON:0010953	nasalis muscle
HP:3000008	Abnormality of mylohyoid muscle	UBERON:0001564	mylohyoid muscle
HP:3000007	Abnormality of mentalis muscle	UBERON:0008596	mentalis muscle
HP:3000006	Abnormality of medial pterygoid muscle	UBERON:0006718	medial pterygoid muscle
HP:3000005	Abnormality of masseter muscle	UBERON:0001597	masseter muscle
HP:3000004	Abnormality of frontalis muscle belly	UBERON:0010952	frontalis muscle belly
HP:0430023	Abnormality of the maxillary sinus	UBERON:0001764	maxillary sinus
HP:0430022	Abnormality of the sphenoid sinus	UBERON:0001724	sphenoidal sinus
HP:0430017	Abnormality of uvular muscle	UBERON:0010235	uvular muscle
HP:0430015	Abnormality of musculature of pharynx	UBERON:0004467	musculature of pharynx
HP:0410016	Abnormality of cranial ganglion	UBERON:0001714	cranial ganglion
HP:0410015	Abnormality of ganglion of peripheral nervous system	UBERON:0003338	ganglion of peripheral nervous system
HP:0410014	Abnormality of ganglion	UBERON:0000045	ganglion
HP:0410011	Abnormality of masticatory muscle	UBERON:0003681	masticatory muscle
HP:0410010	Abnormality of somatic nerve plexus	UBERON:0001813	spinal nerve plexus
HP:0410009	Abnormality of the somatic nervous system	UBERON:0000012	somatic nervous system
HP:0410008	Abnormality of the peripheral nervous system	UBERON:0000010	peripheral nervous system
HP:0410006	Abnormality of ophthalmic artery	UBERON:0001619	ophthalmic artery
HP:0100892	Abnormality of the xiphoid process	UBERON:0002207	xiphoid process
HP:0100889	Abnormality of the ductus choledochus	UBERON:0001174	common bile duct
HP:0100872	Abnormality of the plantar skin of foot	UBERON:0008338	plantar part of pes
HP:0100871	Abnormality of the palm	UBERON:0008878	palmar part of manus
HP:0100781	Abnormality of the sacroiliac joint	UBERON:0001365	sacro-iliac joint
HP:0100767	Abnormality of the placenta	UBERON:0001987	placenta
HP:0100765	Abnormality of the tonsils	UBERON:0002372	tonsil
HP:0100763	Abnormality of the lymphatic system	UBERON:0006558	lymphatic part of lymphoid system
HP:0100745	Abnormality of the humeroulnar joint	UBERON:0011110	humeroulnar joint
HP:0100744	Abnormality of the humeroradial joint	UBERON:0011111	humeroradial joint
HP:0100717	Abnormality of the cementum	UBERON:0001753	cementum
HP:0100712	Abnormality of the lumbar spine	UBERON:0006074	lumbar region of vertebral column
HP:0100711	Abnormality of the thoracic spine	UBERON:0006073	thoracic region of vertebral column
HP:0100708	Abnormality of the microglia	CL:0000129	microglial cell
HP:0100707	Abnormality of the astrocytes	CL:0000127	astrocyte
HP:0100706	Abnormality of the oligodendroglia	CL:0000128	oligodendrocyte
HP:0100705	Abnormality of the glial cells	CL:0000125	glial cell
HP:0100623	Abnormality of corpus cavernosum	UBERON:0006609	corpus cavernosum
HP:0100587	Abnormality of the preputium	UBERON:0001332	prepuce of penis
HP:0100536	Abnormality of the fascia	UBERON:0008982	fascia
HP:0100491	Abnormality of lower limb joint	UBERON:0003840	hindlimb joint
HP:0100339	Abnormality of the os naviculare pedis	UBERON:0001451	navicular bone of pes
HP:0100321	Abnormality of the dentate nucleus	UBERON:0002132	dentate nucleus
HP:0100253	Abnormality of the medullary cavity of the long bones	UBERON:0016413	medullary cavity of long bone
HP:0100134	Abnormality of the axillary hair	UBERON:0013699	strand of axillary hair
HP:0100133	Abnormality of the pubic hair	UBERON:0013698	strand of pubic hair
HP:0100037	Abnormality of the scalp hair	UBERON:0016446	hair of head
HP:0045053	Abnormality of the lumbosacral nerve plexus	UBERON:0001815	lumbosacral nerve plexus
HP:0045052	Abnormality of the brachial nerve plexus	UBERON:0001814	brachial nerve plexus
HP:0045037	Abnormality of jaw muscles	UBERON:0011648	jaw muscle
HP:0045027	Abnormality of the thoracic cavity	UBERON:0002224	thoracic cavity
HP:0045026	Abnormality of the mediastinum	UBERON:0003728	mediastinum
HP:0045010	Abnormality of peripheral nerves	UBERON:0001021	nerve
HP:0045007	Abnormality of the substantia nigra	UBERON:0002038	substantia nigra
HP:0040174	Abnormality of extrinsic muscle of tongue	UBERON:0001575	extrinsic muscle of tongue
HP:0040173	Abnormality of the tongue muscle	UBERON:0000378	tongue muscle
HP:0040172	Abnormality of occipitofrontalis muscle	UBERON:0010946	occipitofrontalis muscle
HP:0040166	Abnormality of the periosteum	UBERON:0002515	periosteum
HP:0040057	Abnormality of nasal hair	UBERON:0011931	nasal hair
HP:0040035	Abnormality of the fourth metatarsal bone	UBERON:0003653	metatarsal bone of digit 4
HP:0040034	Abnormality of the second metatarsal bone	UBERON:0003651	metatarsal bone of digit 2
HP:0032039	Abnormality of the ocular adnexa	UBERON:0035639	ocular adnexa
HP:0030126	Abnormality of the endometrium	UBERON:0001295	endometrium
HP:0012888	Abnormality of the uterine cervix	UBERON:0000002	uterine cervix
HP:0012881	Abnormality of the labia majora	UBERON:0004085	labium majora
HP:0012880	Abnormality of the labia minora	UBERON:0004014	labium minora
HP:0012503	Abnormality of the pituitary gland	UBERON:0000007	pituitary gland
HP:0012480	Abnormality of cerebral veins	UBERON:0001663	cerebral vein
HP:0012369	Abnormality of malar bones	UBERON:0002500	zygomatic arch
HP:0012294	Abnormality of the occipital bone	UBERON:0001676	occipital bone
HP:0011932	Abnormality of the superior cerebellar peduncle	UBERON:0007709	superior cerebellar peduncle of pons
HP:0011931	Abnormality of the cerebellar peduncle	UBERON:0007416	cerebellar peduncle
HP:0011912	Abnormality of the glenoid fossa	UBERON:0006657	glenoid fossa
HP:0011911	Abnormality of metacarpophalangeal joint	UBERON:0003695	metacarpophalangeal joint
HP:0011867	Abnormality of the wing of the ilium	UBERON:0010746	iliac blade
HP:0011821	Abnormality of facial skeleton	UBERON:0011156	facial skeleton
HP:0011751	Abnormality of the posterior pituitary	UBERON:0002198	neurohypophysis
HP:0011747	Abnormality of the anterior pituitary	UBERON:0002196	adenohypophysis
HP:0011718	Abnormality of the pulmonary veins	UBERON:0002016	pulmonary vein
HP:0011492	Abnormality of corneal stroma	UBERON:0001777	substantia propria of cornea
HP:0011454	Abnormality of the malleus	UBERON:0001689	malleus bone
HP:0011453	Abnormality of the incus	UBERON:0001688	incus bone
HP:0011441	Abnormality of the medulla oblongata	UBERON:0001896	medulla oblongata
HP:0011409	Abnormality of placental membranes	UBERON:0009002	placental membrane
HP:0011403	Abnormal umbilical cord blood vessels	UBERON:0010260	umbilical blood vessel
HP:0011397	Abnormality of the dorsal column of the spinal cord	UBERON:0005373	spinal cord dorsal column
HP:0011396	Abnormality of the cochlear nerve	UBERON:0004727	cochlear nerve
HP:0011392	Abnormality of the vestibular nerve	UBERON:0003723	vestibular nerve
HP:0011384	Abnormality of the internal auditory canal	UBERON:0011859	internal acoustic meatus
HP:0011348	Abnormality of the sixth cranial nerve	UBERON:0001646	abducens nerve
HP:0011329	Abnormality of cranial sutures	UBERON:0003685	cranial suture
HP:0011328	Abnormality of fontanelles	UBERON:0002221	fontanelle
HP:0011297	Abnormality of digit	UBERON:0002544	digit
HP:0011283	Abnormality of the metencephalon	UBERON:0001895	metencephalon
HP:0011119	Abnormality of the nasal dorsum	UBERON:0016464	dorsum of nose
HP:0011078	Abnormality of canine	UBERON:0003674	cuspid
HP:0011077	Abnormality of molar	UBERON:0003655	molar tooth
HP:0011076	Abnormality of premolar	UBERON:0007120	premolar tooth
HP:0011040	Abnormality of the intrahepatic bile duct	UBERON:0003704	intrahepatic bile duct
HP:0011039	Abnormality of the helix	UBERON:0002488	helix of outer ear
HP:0011027	Abnormality of the fallopian tube	UBERON:0003889	fallopian tube
HP:0011024	Abnormality of the gastrointestinal tract	UBERON:0005409	alimentary part of gastrointestinal system
HP:0011006	Abnormality of the musculature of the neck	UBERON:0004465	musculature of neck
HP:0010991	Abnormality of the abdominal musculature	UBERON:0002343	abdomen musculature
